instance,as4mocoRun,sbsRun,oracleRun,score,solver_as4moco,solver_sbs,solver_oracle,as4moco_Pipeline,instance_hardness,difference_to_oracle,different_solutions,Fold
mc2022_track1_000.dimacs,60.759,0.235,0.005,264.1478260869565,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,2.0925625,60.754,ALL_SAME,3
mc2022_track1_001.dimacs,0.043,0.841,0.041,0.0024999999999999935,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,900.17225,0.001999999999999995,ALL_SAME,2
mc2022_track1_002.dimacs,0.333,0.496,0.036,0.6456521739130435,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_INSTANCE,900.1826875,0.29700000000000004,ALL_SAME,4
mc2022_track1_003.dimacs,0.598,0.271,0.009,2.248091603053435,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_INSTANCE,900.1433125,0.589,ALL_SAME,1
mc2022_track1_004.dimacs,98.007,8.994,8.994,-1.0,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,432.38837500000005,89.013,ALL_SAME,2
mc2022_track1_005.dimacs,91.306,12.797,12.559,330.8697478991578,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,SharpSAT-TD-unweighted/default,PER_INSTANCE,604.1018125,78.747,ALL_SAME,2
mc2022_track1_006.dimacs,25.18,3.245,2.662,38.62435677530016,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,846.9385,22.518,ALL_SAME,1
mc2022_track1_007.dimacs,60.585,0.238,0.009,264.52401746724894,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,TwG/2.sh,PER_INSTANCE,27.103312499999998,60.576,ALL_SAME,3
mc2022_track1_008.dimacs,60.574,0.238,0.009,264.4759825327511,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,TwG/1.sh,PER_INSTANCE,25.468249999999998,60.565,ALL_SAME,3
mc2022_track1_009.dimacs,0.029,0.264,0.015,0.05622489959839358,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,16.9924375,0.014000000000000002,ALL_SAME,2
mc2022_track1_010.dimacs,0.027,0.255,0.01,0.06938775510204082,d4/default.sh,ExactMC/ExactMC_BE.sh,TwG/1.sh,PER_SET,27.541687500000002,0.017,ALL_SAME,2
mc2022_track1_011.dimacs,0.04,0.241,0.011,0.12608695652173915,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,28.996000000000002,0.029,ALL_SAME,2
mc2022_track1_012.dimacs,0.039,0.234,0.024,0.07142857142857142,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,248.5510625,0.015,ALL_SAME,5
mc2022_track1_013.dimacs,1.819,0.24,0.016,8.049107142857144,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,16.658875,1.803,ALL_SAME,3
mc2022_track1_014.dimacs,0.027,0.258,0.012,0.06097560975609756,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc_r2/track1,PER_SET,27.3455625,0.015,ALL_SAME,4
mc2022_track1_015.dimacs,0.025,0.251,0.009,0.06611570247933884,d4/default.sh,ExactMC/ExactMC_BE.sh,TwG/1.sh,PER_SET,24.056625,0.016,ALL_SAME,2
mc2022_track1_016.dimacs,0.255,0.6,0.035,0.3893805309734514,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,73.69425,0.22,ALL_SAME,1
mc2022_track1_017.dimacs,0.036,0.25,0.039,-0.014218009478672999,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,28.4150625,-0.0030000000000000027,ALL_SAME,2
mc2022_track1_018.dimacs,61.102,0.691,0.102,103.5653650254669,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,36.1475,61.0,ALL_SAME,3
mc2022_track1_019.dimacs,0.398,0.418,0.099,0.93730407523511,d4/default.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,52.179,0.29900000000000004,ALL_SAME,2
mc2022_track1_020.dimacs,0.501,4.059,0.396,0.02866502866502866,d4/default.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,252.4069375,0.10499999999999998,ALL_SAME,5
mc2022_track1_021.dimacs,0.164,0.458,0.064,0.25380710659898476,d4/default.sh,ExactMC/ExactMC_BE.sh,c2d/default,PER_SET,56.693875000000006,0.1,ALL_SAME,5
mc2022_track1_022.dimacs,3.146,0.251,0.039,14.65566037735849,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_INSTANCE,29.583625,3.1069999999999998,ALL_SAME,3
mc2022_track1_023.dimacs,5.433,0.586,0.586,-1.0,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,549.993625,4.8469999999999995,ALL_SAME,3
