instance,as4mocoRun,sbsRun,oracleRun,score,solver_as4moco,solver_sbs,solver_oracle,as4moco_Pipeline,instance_hardness,difference_to_oracle,different_solutions,Fold
mc2022_track1_024.dimacs,0.048,0.251,0.019,0.125,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,15.872874999999999,0.029,ALL_SAME,5
mc2022_track1_025.dimacs,0.403,0.543,0.165,0.6296296296296297,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,250.3209375,0.23800000000000002,ALL_SAME,5
mc2022_track1_026.dimacs,0.859,0.653,0.237,1.4951923076923075,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,250.3888125,0.622,ALL_SAME,2
mc2022_track1_027.dimacs,0.432,0.644,0.236,0.48039215686274506,d4/default.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,265.5918125,0.196,ALL_SAME,2
mc2022_track1_028.dimacs,0.035,0.364,0.015,0.057306590257879673,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,20.860875,0.020000000000000004,ALL_SAME,5
mc2022_track1_029.dimacs,2.641,1.065,0.386,3.321060382916053,gpmc/track1,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp0,PER_SET,251.7884375,2.255,ALL_SAME,4
mc2022_track1_030.dimacs,1.846,0.67,0.215,3.584615384615384,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,250.62425,1.631,ALL_SAME,4
mc2022_track1_031.dimacs,1.136,0.334,0.095,4.355648535564853,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc_r2/track1,PER_SET,250.19231249999999,1.041,ALL_SAME,4
mc2022_track1_032.dimacs,0.613,0.618,0.261,0.9859943977591036,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,250.6683125,0.352,ALL_SAME,5
mc2022_track1_033.dimacs,0.054,0.278,0.02,0.13178294573643412,c2d/default,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,20.092000000000002,0.034,ALL_SAME,4
mc2022_track1_034.dimacs,0.877,68.002,0.098,0.011472078228086711,d4/default.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,50.9075,0.779,ALL_SAME,5
mc2022_track1_035.dimacs,0.039,0.246,0.027,0.05479452054794521,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,28.426875,0.012,ALL_SAME,5
mc2022_track1_036.dimacs,0.093,0.254,0.019,0.31489361702127655,d4/default.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,23.605,0.074,ALL_SAME,2
mc2022_track1_037.dimacs,0.19,3600.0,0.166,6.666974088249623E-6,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,290.754125,0.023999999999999994,ALL_SAME,3
mc2022_track1_038.dimacs,0.033,0.264,0.031,0.00858369098712447,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,25.2851875,0.0020000000000000018,ALL_SAME,1
mc2022_track1_039.dimacs,0.037,0.246,0.035,0.009478672985781967,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,27.5490625,0.001999999999999995,ALL_SAME,5
mc2022_track1_040.dimacs,1.173,0.688,0.121,1.8553791887125224,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,250.445625,1.052,ALL_SAME,4
mc2022_track1_041.dimacs,0.395,0.442,0.101,0.8621700879765398,c2d/default,ExactMC/ExactMC_Arjun.sh,gpmc_r2/track1,PER_SET,254.7468125,0.29400000000000004,ALL_SAME,4
mc2022_track1_042.dimacs,0.391,0.634,0.24,0.38324873096446704,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,250.7763125,0.15100000000000002,ALL_SAME,3
mc2022_track1_043.dimacs,1.702,4.4,0.672,0.2762875536480686,d4/default.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,252.9668125,1.0299999999999998,ALL_SAME,4
mc2022_track1_044.dimacs,1.231,10.17,0.215,0.10205926670015068,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_SET,35.4985,1.016,ALL_SAME,3
mc2022_track1_045.dimacs,0.72,0.786,0.598,0.6489361702127657,d4/default.sh,ExactMC/ExactMC_Arjun.sh,TwG/2.sh,PER_SET,34.01625,0.122,ALL_SAME,1
mc2022_track1_046.dimacs,0.411,0.607,0.267,0.4235294117647058,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,250.981875,0.14399999999999996,ALL_SAME,3
mc2022_track1_047.dimacs,0.61,0.551,0.513,2.5526315789473655,d4/default.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,251.229125,0.09699999999999998,ALL_SAME,5
mc2022_track1_048.dimacs,6.044,33.268,4.447,0.055410985045626436,TwG/2.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,46.558062500000005,1.5969999999999995,ALL_SAME,3
mc2022_track1_049.dimacs,1.959,9.069,0.561,0.16431593794076163,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,1808.9805000000001,1.3980000000000001,ALL_SAME,3
mc2022_track1_050.dimacs,5.247,2.957,1.047,2.198952879581152,dpmcpre/1pre1mp0,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,1188.4425,4.2,ALL_SAME,3
mc2022_track1_051.dimacs,0.237,3600.0,0.072,4.5834250018333695E-5,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,c2d/default,PER_SET,455.34668750000003,0.16499999999999998,ALL_SAME,3
mc2022_track1_052.dimacs,4.799,1.66,0.424,3.5396440129449838,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_Arjun.sh,TwG/2.sh,PER_SET,251.019375,4.375,ALL_SAME,4
mc2022_track1_053.dimacs,6.289,15.644,1.039,0.35946593632317697,dpmcpre/1pre1mp0,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,1376.8075,5.25,ALL_SAME,4
mc2022_track1_054.dimacs,14.476,4.725,0.894,3.5452884364395727,dpmcpre/1pre1mp0,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,1218.6383125,13.582,ALL_SAME,5
mc2022_track1_055.dimacs,0.301,3600.0,0.09,5.861257642552175E-5,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,c2d/default,PER_SET,483.01093749999995,0.211,ALL_SAME,3
mc2022_track1_056.dimacs,1.532,2.809,0.662,0.4052165812761993,d4/default.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,700.8960625,0.87,ALL_SAME,4
mc2022_track1_057.dimacs,1.89,5.304,0.848,0.23384201077199276,dpmcpre/1pre1mp1,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,750.7853124999999,1.0419999999999998,ALL_SAME,1
mc2022_track1_058.dimacs,0.538,0.763,0.251,0.560546875,d4/default.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,754.8530625,0.28700000000000003,ALL_SAME,1
mc2022_track1_059.dimacs,7.903,1.538,1.107,15.767981438515077,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,255.14137499999998,6.795999999999999,DIFFERENT_AS4MOCO,2
mc2022_track1_060.dimacs,3.642,1.451,1.435,137.93749999999986,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,1811.9105,2.207,ALL_SAME,1
mc2022_track1_061.dimacs,0.109,0.61,0.355,-0.9647058823529412,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,1600.5586875,-0.246,ALL_SAME,5
mc2022_track1_062.dimacs,19.29,1.156,1.156,-1.0,gpmc_r2/track1,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,1810.9475,18.134,ALL_SAME,4
mc2022_track1_063.dimacs,4.63,1.969,1.254,4.721678321678321,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,702.174875,3.376,ALL_SAME,2
mc2022_track1_064.dimacs,4.03,3.889,2.406,1.0950775455158466,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,933.1203125,1.624,ALL_SAME,5
mc2022_track1_065.dimacs,6.282,1.141,1.086,94.47272727272737,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_INSTANCE,255.63299999999998,5.196,ALL_SAME,5
mc2022_track1_066.dimacs,12.471,20.833,1.351,0.5707832871368443,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,1810.9988125,11.120000000000001,ALL_SAME,2
mc2022_track1_067.dimacs,3.457,2.694,1.288,1.5426742532005688,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,1420.6179375,2.1689999999999996,ALL_SAME,5
mc2022_track1_068.dimacs,0.716,0.994,0.37,0.5544871794871794,d4/default.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,770.5381875,0.346,ALL_SAME,5
mc2022_track1_069.dimacs,3.975,2.58,1.55,2.3543689320388346,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,TwG/2.sh,PER_SET,257.4328125,2.425,ALL_SAME,5
mc2022_track1_070.dimacs,7.083,1.585,1.585,-1.0,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,258.9951875,5.498,ALL_SAME,5
mc2022_track1_071.dimacs,46.189,16.827,6.48,3.8377307432105923,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,1227.3494375,39.709,ALL_SAME,1
mc2022_track1_072.dimacs,3.607,1.557,1.346,10.715639810426548,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,946.6994375,2.261,ALL_SAME,2
mc2022_track1_073.dimacs,0.118,12.342,0.139,-0.0017208883061542257,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,281.9008125,-0.02100000000000002,ALL_SAME,5
mc2022_track1_074.dimacs,32.807,7.931,5.757,12.442502299908003,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,665.535625,27.050000000000004,ALL_SAME,3
mc2022_track1_075.dimacs,10.659,3.385,3.385,-1.0,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,PER_INSTANCE,1173.9313125,7.274000000000001,ALL_SAME,4
mc2022_track1_076.dimacs,117.911,17.585,11.664,17.944097280864714,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_INSTANCE,499.4270625,106.247,ALL_SAME,2
mc2022_track1_077.dimacs,68.658,24.253,13.084,4.975736413286776,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,PER_SET,937.6806875,55.574,ALL_SAME,4
mc2022_track1_078.dimacs,0.289,0.882,0.298,-0.0154109589041096,c2d/default,ExactMC/ExactMC_Arjun.sh,c2d/default,PER_SET,90.473125,-0.009000000000000008,ALL_SAME,4
mc2022_track1_079.dimacs,0.452,1.985,0.379,0.045454545454545456,d4/default.sh,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,112.7606875,0.07300000000000001,ALL_SAME,1
mc2022_track1_080.dimacs,24.281,264.579,22.565,0.007090498896758029,TwG/2.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,168.607875,1.7159999999999975,ALL_SAME,3
mc2022_track1_081.dimacs,29.909,30.413,5.94,0.9794058758631962,dpmcpre/1pre1mp0,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,735.301875,23.968999999999998,ALL_SAME,5
mc2022_track1_082.dimacs,20.852,8.47,2.317,3.012351698358524,gpmc_r2/track1,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,270.6263125,18.535,ALL_SAME,4
mc2022_track1_083.dimacs,191.68,1723.51,27.394,0.09686012041629229,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp0,PER_INSTANCE,882.099375,164.286,ALL_SAME,3
mc2022_track1_084.dimacs,49.537,23.033,11.738,3.346525011066843,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,938.81925,37.799,ALL_SAME,5
mc2022_track1_085.dimacs,2.314,0.708,0.502,8.796116504854371,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,2632.13375,1.812,ALL_SAME,3
mc2022_track1_086.dimacs,277.605,42.57,42.57,-1.0,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,638.3286875,235.03500000000003,ALL_SAME,5
mc2022_track1_087.dimacs,0.696,0.578,0.493,2.3882352941176475,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,252.1446875,0.20299999999999996,ALL_SAME,3
mc2022_track1_088.dimacs,27.68,5.322,1.192,6.4135593220338984,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,1392.408625,26.488,ALL_SAME,4
mc2022_track1_089.dimacs,156.24,96.42,68.353,3.1313286065486157,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,1007.5730625,87.88700000000001,ALL_SAME,4
mc2022_track1_090.dimacs,159.135,63.622,63.622,-1.0,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,643.6785625,95.51299999999999,ALL_SAME,3
mc2022_track1_091.dimacs,54.862,99.297,50.298,0.09314475805628687,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_INSTANCE,973.0801875,4.564,ALL_SAME,2
mc2022_track1_092.dimacs,528.444,66.297,42.87,20.727109745165833,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,1214.1003125,485.57399999999996,ALL_SAME,3
mc2022_track1_093.dimacs,11.606,3.66,0.378,3.421084704448507,gpmc/track1,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,255.972,11.228,ALL_SAME,1
mc2022_track1_094.dimacs,0.367,3600.0,0.531,-4.5562275991264275E-5,d4/default.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,2555.5298125,-0.16400000000000003,ALL_SAME,1
mc2022_track1_095.dimacs,377.823,193.068,70.684,2.5096336122368936,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_INSTANCE,869.0194375,307.139,ALL_SAME,1
mc2022_track1_096.dimacs,1475.771,488.117,138.934,3.8284710309493875,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_INSTANCE,1117.52175,1336.837,ALL_SAME,2
mc2022_track1_097.dimacs,151.046,165.412,84.445,0.8225696888855952,gpmc/track1,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_INSTANCE,745.2900625,66.601,ALL_SAME,4
mc2022_track1_098.dimacs,2.759,1.751,0.738,1.9950641658440278,gpmc/track1,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,929.2745,2.021,ALL_SAME,4
mc2022_track1_099.dimacs,20.216,47.835,11.576,0.2382856670068121,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,735.379125,8.64,ALL_SAME,3
mc2022_track1_100.dimacs,8.287,3.503,0.455,2.5695538057742784,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,258.719875,7.832000000000001,ALL_SAME,1
mc2022_track1_101.dimacs,37.977,156.496,0.399,0.24073492764114618,gpmc/track1,ExactMC/ExactMC_Arjun.sh,TwG/1.sh,PER_INSTANCE,792.9735625,37.577999999999996,ALL_SAME,4
mc2022_track1_102.dimacs,1.192,12.285,0.16,0.08511340206185568,dpmcpre/1pre1mp1,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,262.331,1.032,ALL_SAME,1
mc2022_track1_103.dimacs,1.278,11.898,0.253,0.0880206097037355,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,261.4008125,1.025,ALL_SAME,5
mc2022_track1_104.dimacs,47.042,2422.672,1.689,0.018733299655553134,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,TwG/1.sh,PER_SET,1233.3320625,45.353,ALL_SAME,1
mc2022_track1_105.dimacs,13.762,5.199,2.337,3.9919636617749834,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,933.7915625,11.425,ALL_SAME,2
mc2022_track1_106.dimacs,334.499,3600.0,181.226,0.04483273828571296,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,1804.4816875000001,153.27300000000002,ALL_SAME,2
mc2022_track1_107.dimacs,48.148,21.954,9.877,3.168916121553366,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,553.9738125,38.271,ALL_SAME,1
mc2022_track1_108.dimacs,229.059,257.827,139.516,0.7568442494780705,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,1901.0534375,89.543,ALL_SAME,5
mc2022_track1_109.dimacs,186.431,66.989,43.077,5.9950652392104375,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,TwG/2.sh,PER_INSTANCE,991.878125,143.354,ALL_SAME,1
mc2022_track1_110.dimacs,33.588,72.902,26.946,0.14452955000435197,gpmc/track1,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_INSTANCE,716.0015625,6.6419999999999995,ALL_SAME,4
mc2022_track1_111.dimacs,6.393,5.422,2.347,1.3157723577235771,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,1235.494375,4.045999999999999,ALL_SAME,5
mc2022_track1_112.dimacs,130.958,116.506,116.506,-1.0,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,PER_INSTANCE,1102.60075,14.451999999999998,ALL_SAME,4
mc2022_track1_113.dimacs,579.266,594.242,40.611,0.9729494916289009,gpmc/track1,ExactMC/ExactMC_Arjun.sh,c2d/default,PER_INSTANCE,535.0701875,538.655,ALL_SAME,4
mc2022_track1_114.dimacs,0.596,3600.0,0.861,-7.362872064679913E-5,d4/default.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_SET,2682.9096875,-0.265,ALL_SAME,1
mc2022_track1_115.dimacs,13.467,5.448,2.097,3.3930170098478065,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,993.94575,11.370000000000001,ALL_SAME,2
mc2022_track1_116.dimacs,300.843,197.143,190.082,15.686305055941073,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,1572.5456875,110.76100000000002,ALL_SAME,1
mc2022_track1_117.dimacs,155.929,98.192,93.793,14.12502841554903,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_Arjun.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,1260.1269375,62.135999999999996,ALL_SAME,1
mc2022_track1_118.dimacs,5.676,3600.0,0.527,0.00143048718520739,dpmcpre/1pre1mp0,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,2378.965875,5.149,ALL_SAME,4
mc2022_track1_119.dimacs,687.332,225.489,225.489,-1.0,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_SET,2175.64675,461.84299999999996,ALL_SAME,3
mc2022_track1_120.dimacs,48.058,23.996,9.084,2.6135997854077258,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,gpmc/track1,PER_SET,568.728125,38.974000000000004,ALL_SAME,1
mc2022_track1_121.dimacs,13.382,5.107,2.118,3.76848444295751,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,1081.042375,11.264,ALL_SAME,2
mc2022_track1_122.dimacs,5.117,4.69,1.892,1.1526090064331664,gpmc_r2/track1,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_INSTANCE,1003.404625,3.225,ALL_SAME,3
